Tool,Link,Description
scout,https://github.com/nccgroup/ScoutSuite,Scout Suite is an open source multi-cloud security-auditing tool which enables security posture assessment of cloud environments.
cloudsplaining,https://github.com/salesforce/cloudsplaining,AWS IAM Security Assessment tool that identifies violations of least privilege and generates a risk-prioritized report.
cloudsploit,https://github.com/aquasecurity/cloudsploit,Cloud Security Posture Management
prowler,https://github.com/prowler-cloud/prowler,Perform Cloud Security best practices assessments / audits / incident response / compliance / continuous monitoring / hardening and forensics readiness.
stegosuite,https://github.com/osde8info/stegosuite,Stegosuite is a free steganography tool that allows you to hide data in image and audio files.
steghide,https://github.com/StefanoDeVuono/steghide,steghide is a steganography program that is able to hide data in various kinds of image and audio files.
exif,https://exiftool.org/,Utility to read / write and edit metadata in image / audio and video files
exiv2,https://github.com/Exiv2/exiv2,Image metadata library and toolset
hexedit,https://github.com/pixel/hexedit,View and edit binary files
zsteg,https://github.com/zed-0xff/zsteg,Detect steganography hidden in PNG and BMP images
stegolsb,https://github.com/KyTn/STEGOLSB,Steganography tool to hide data in BMP images using least significant bit algorithm
ltrace,https://github.com/dkogan/ltrace,ltrace is a debugging program for Linux and Unix that intercepts and records dynamic library calls that are called by an executed process.
nasm,https://github.com/netwide-assembler/nasm,NASM is an 80x86 assembler designed for portability and modularity.
wabt,https://github.com/WebAssembly/wabt,The WebAssembly Binary Toolkit (WABT) is a suite of tools for WebAssembly (Wasm) including assembler and disassembler / a syntax checker / and a binary format validator.
strace,https://github.com/strace/strace,strace is a debugging utility for Linux that allows you to monitor and diagnose system calls made by a process.
pwntools,https://github.com/Gallopsled/pwntools,a CTF framework and exploit development library
pwndbg,https://github.com/pwndbg/pwndbg,a GDB plugin that makes debugging with GDB suck less
angr,https://github.com/angr/angr,a platform-agnostic binary analysis framework
checksec-py,https://github.com/Wenzel/checksec.py,Python wrapper script for checksec.sh from paX.
radare2,https://github.com/radareorg/radare2,A complete framework for reverse-engineering and analyzing binaries
ghidra,https://github.com/NationalSecurityAgency/ghidra,Software reverse engineering suite of tools.
ida,https://www.hex-rays.com/products/ida/,Interactive disassembler for software analysis.
jd-gui,https://github.com/java-decompiler/jd-gui,A standalone Java Decompiler GUI
pwninit,https://github.com/io12/pwninit,A tool for automating starting binary exploit challenges
rsactftool,https://github.com/RsaCtfTool/RsaCtfTool,The rsactftool tool is used for RSA cryptographic operations and analysis.
tls-map,https://github.com/sec-it/tls-map,tls-map is a library for mapping TLS cipher algorithm names.
vulny-code-static-analysis,https://github.com/swisskyrepo/Vulny-Code-Static-Analysis,Static analysis tool for C code
brakeman,https://github.com/presidentbeef/brakeman,Static analysis tool for Ruby on Rails applications
semgrep,https://github.com/returntocorp/semgrep/,Static analysis tool that supports multiple languages and can find a variety of vulnerabilities and coding errors.
